"thread_id","thread_date","author_id","thread_title","thread_body"
15642,"2025-07-02 17:00:43.665969+00",674,"Updated IAB Terms","For those involved in any capacity in digital advertising, have you or are you considering submitting a comment during the IAB's open comment period (closing July 21) on the proposed, updated IAB terms? While we are not part of the advertising tech ecosystem, we work with many clients that prefer to use IAB terms and so are considering submitting a comment. I'd love to hear from anyone else in the same boat in terms of how you are approaching the process. Thanks. "
15643,"2025-07-02 19:19:47.894959+00",25013,"Travel Reimbursement Policy","Does anyone have a good travel reimbursement policy that could be shared? We are specifically focusing on flight reimbursements and giving some specific guidance as to the types of airline expenses that are appropriate. "
15645,"2025-07-02 21:10:18.203324+00",846,"Employee Handbook With Pizazz?","My HR wants to put some style into the revised handbook with pictures and graphics, not just the text. Does anyone have anything to share with me? Don't need content. "
15647,"2025-07-02 23:48:25.238029+00",3147,"Travel to China","VCGC Peers - If any of you has had to address one of your investment professionals traveling to China, I'd love to hear from you on how you handled device (cell/computer) security. This would be one of our hedge fund investment professionals, so daily contact is important and being fully off the grid for a week won't work. We're trying to balance the need for communication with security and would love to hear if others have had to address a similar situation. Thanks, Matt P.S. I've searched the message boards and see there are other posts about device/travel security policies. I'm looking for more practical advice. "
15648,"2025-07-03 11:31:04.144411+00",32929,"AI Tools for HR tasks","I would love to know how people are incorporating using AI tools in HR tasks, specifically recruiting? How did you get comfortable here especially from a GDPR and (german) employment law perspective? A few things we are thinking about:   * How exactly are you using AI (simply transcribing what was said; using AI to rank candidates).   * Do you ask for candidate consent specifically before the interview, or do you simply include it in your privacy policy?   * Did you perform a bias test or a Data Privacy Impact Assessment?   * What did you decide for the data deletion time period?   * Did you provide mandatory trainings for your interviewers to ensure they don't ask discriminatory questions (less worried about our HR team, more so other staff).   Thank you. "
15649,"2025-07-03 11:55:39.320867+00",432,"OFSI License","Please let me know if you can recommend counsel in the UK with expertise in securing licenses from OFSI in connection with transactions with OFSI-listed entities or individuals. "
15650,"2025-07-03 13:13:32.561718+00",2362,"California Corporate Law Counsel","Looking a recommendation for a law firm to counsel an individual shareholder on their rights w/r/t a California corporation? The CEO amended a voting rights agreement that didn't require the consent of all the shareholders subject to that agreement and trying to figure out rights under California law to support a claim to contest some of the CEO's actions. "
15652,"2025-07-03 16:26:53.178875+00",9735,"EU Packaging and Packaging Waste Regulation (PPWR)","Hello! I have a need to learn more about the EU Packaging and Packaging Waste Regulation (PPWR). If anyone, particularly in a consumer products company, has done any legwork they'd care to share, either in a writing or in a call for download, I'd appreciate it! I'm also interested to know of recommended CLE resources on this topic - The European Commission has posted a video, but it's 9+ hours long! "
15652,"2025-07-03 16:26:53.178875+00",9735,"EU Packaging and Packaging Waste Regulation (PPWR)","Hello! I have a need to learn more about the EU Packaging and Packaging Waste Regulation (PPWR). If anyone, particularly in a consumer products company, has done any legwork they'd care to share, either in a writing or in a call for download, I'd appreciate it! I'm also interested to know of recommended CLE resources on this topic - The European Commission has posted a video, but it's 9+ hours long! "
15653,"2025-07-03 17:40:28.477436+00",14054,"German Corporate Credit Cards","Hello, Does anyone have an entity in Germany that provides corporate credit cards? We are trying to role this out, but are getting push back from the Workers Council based on the following: Regulation on Interchange Fees for Card-Based Payment Transactions (2015/751), Recital (38):""Payment service providers should ensure a clear distinction between consumer cards and corporate cards, both from a technical and an economic perspective. It is therefore important to define a corporate card as a payment instrument that is used solely for business or official expenses and is directly debited from the account of the undertaking or public entity."" Curious if anyone has any direct insight. "
15655,"2025-07-03 20:15:26.58551+00",904,"ISO Advisor/Consultant To Identify China Partner For Ph3 Clinical Trial","We are looking to find a Chinese company partner for our Phase 3 trial in China. Does anyone have recommendations for an advisor or consulting group that can help us identify the partner? We're looking for a group with strong ties to China. "
15656,"2025-07-04 17:52:40.043576+00",17150,"M&A Counsel For Sell Side With Dual HQ (EU and US) $2.5BN+ Valuation","A friend is looking for recommendations for sell side counsel for a SaaS company going through an exit. Valuation will be between $2.5BN and $4BN. European based parent company, but SaaS entity is dual headquartered in Europe and U.S. Not just looking for all the usual suspects at the big firms, but someone who will really be pragmatic and efficient, and may consider an alternative fee arrangement. "
